簡體字,正體字,非對稱簡繁字
谨,['謹'],False
镍,['鎳'],False
馊,['餿'],False
谬,['謬'],False
镇,['鎮'],False
馈,['餽'],False
丰,['豐'],False
阖,['闔'],False
馥,['馥'],False
赘,['贅'],False
闯,['闖'],False
骑,['騎'],False
蹙,['蹙'],False
阗,['闐'],False
鬃,['鬃'],False
蹒,['蹣'],False
杂,['雜'],False
蹦,['蹦'],False
双,['雙'],False
魏,['魏'],False
鲨,['鯊'],False
怀,['懷'],False
牍,['牘'],False
鲤,['鯉'],False
懒,['懶'],False
犊,['犢'],False
鲫,['鯽'],False
懵,['懵'],False
兽,['獸'],False
鹃,['鵑'],False
攀,['攀'],False
獭,['獺'],False
鹅,['鵝'],False
拢,['攏'],False
玺,['璽'],False
鹄,['鵠'],False
旷,['曠'],False
琼,['瓊'],False
黠,['黠'],False
曝,['曝'],False
瓣,['瓣'],False
橱,['櫥'],False
畴,['疇'],False
鼬,['鼬'],False
椟,['櫝'],False
疆,['疆'],False
榈,['櫚'],False
橹,['櫓'],False
碍,['礙'],False
咙,['嚨'],False
瀛,['瀛'],False
祷,['禱'],False
潇,['瀟'],False
垄,['壟'],False
濑,['瀨'],False
稳,['穩'],False
坜,['壢'],False
瀚,['瀚'],False
宠,['寵'],False
沥,['瀝'],False
簿,['簿'],False
庞,['龐'],False
濒,['瀕'],False
簸,['簸'],False
庐,['廬'],False
爆,['爆'],False
签,"['簽', '籤']",True
惩,['懲'],False
烁,['爍'],False
檐,['簷'],False
蟹,['蟹'],False
辚,['轔'],False
茧,['繭'],False
裆,['襠'],False
轿,['轎'],False
绎,['繹'],False
襟,['襟'],False
辞,['辭'],False
绳,['繩'],False
袄,['襖'],False
边,['邊'],False
绘,['繪'],False
镜,['鏡'],False
罗,['羅'],False
谱,['譜'],False
镝,['鏑'],False
膻,['羶'],False
识,['識'],False
羹,['羹'],False
镞,['鏃'],False
羸,['羸'],False
谭,['譚'],False
链,['鏈'],False
腊,['臘'],False
谲,['譎'],False
镗,['鏜'],False
藩,['藩'],False
讥,['譏'],False
镘,['鏝'],False
艺,['藝'],False
赠,['贈'],False
鏖,['鏖'],False
薮,['藪'],False
赞,"['贊', '讚']",True
镖,['鏢'],False
藕,['藕'],False
蹼,['蹼'],False
镙,['鏍'],False
藤,"['藤', '籐']",True
蹲,['蹲'],False
锵,['鏘'],False
药,['藥'],False
躇,['躇'],False
镂,['鏤'],False
蚁,['蟻'],False
蹶,['蹶'],False
铿,['鏗'],False
蝇,['蠅'],False
蹬,['蹬'],False
关,['關'],False
蝎,['蠍'],False
跷,['蹺'],False
陇,['隴'],False
离,['離'],False
鹊,['鵲'],False
攘,['攘'],False
难,['難'],False
鹌,['鵪'],False
拦,['攔'],False
霪,['霪'],False
鹏,['鵬'],False
搀,['攙'],False
雾,['霧'],False
麒,['麒'],False
曦,['曦'],False
靡,['靡'],False
丽,['麗'],False
胧,['朧'],False
韬,['韜'],False
麓,['麓'],False
澜,['瀾'],False
韵,['韻'],False
麹,['麴'],False
类,['類'],False
炉,['爐'],False
劝,['勸'],False
牺,['犧'],False
颠,['顛'],False
嚷,['嚷'],False
献,['獻'],False
飕,['颼'],False
嘤,['嚶'],False
珑,['瓏'],False
馒,['饅'],False
严,['嚴'],False
痒,['癢'],False
骛,['騖'],False
嚼,['嚼'],False
骗,['騙'],False
壤,['壤'],False
矿,['礦'],False
孀,['孀'],False
砺,['礪'],False
鲸,['鯨'],False
孽,['孽'],False
矾,['礬'],False
鲳,['鯧'],False
宝,['寶'],False
砾,['礫'],False
鹑,['鶉'],False
悬,['懸'],False
窦,['竇'],False
鹉,['鵡'],False
忏,['懺'],False
竞,['競'],False
筹,['籌'],False
蕴,['蘊'],False
锈,['鏽'],False
篮,['籃'],False
蚝,['蠔'],False
阐,['闡'],False
籍,['籍'],False
蠕,['蠕'],False
飘,['飄'],False
糯,['糯'],False
褴,['襤'],False
饶,['饒'],False
辫,['辮'],False
觉,['覺'],False
缤,['繽'],False
触,['觸'],False
馨,['馨'],False
继,['繼'],False
议,['議'],False
骞,['騫'],False
纂,['纂'],False
譬,['譬'],False
腾,['騰'],False
耀,['耀'],False
警,['警'],False
骚,['騷'],False
胪,['臚'],False
译,['譯'],False
鳃,['鰓'],False
舰,['艦'],False
赢,['贏'],False
鳅,['鰍'],False
藻,['藻'],False
赡,['贍'],False
蔼,['藹'],False
趸,['躉'],False
蘑,['蘑'],False
躁,['躁'],False
党,['黨'],False
蔺,['藺'],False
躅,['躅'],False
龃,['齟'],False
芦,['蘆'],False
跶,['躂'],False
释,['釋'],False
龄,['齡'],False
铙,['鐃'],False
俪,['儷'],False
嗫,['囁'],False
续,['續'],False
镰,['鐮'],False
啭,['囀'],False
蘗,['蘗'],False
镭,['鐳'],False
嚣,['囂'],False
兰,['蘭'],False
铁,['鐵'],False
夔,['夔'],False
藓,['蘚'],False
铛,['鐺'],False
属,['屬'],False
蛎,['蠣'],False
铎,['鐸'],False
巍,['巍'],False
蠢,['蠢'],False
镯,['鐲'],False
惧,['懼'],False
蠡,['蠡'],False
慑,['懾'],False
蜡,['蠟'],False
霸,['霸'],False
摄,['攝'],False
袜,['襪'],False
霹,['霹'],False
携,['攜'],False
览,['覽'],False
露,['露'],False
樱,['櫻'],False
谴,['譴'],False
响,['響'],False
栏,['欄'],False
护,['護'],False
顾,['顧'],False
歼,['殲'],False
誉,['譽'],False
驱,['驅'],False
灌,['灌'],False
赃,['贓'],False
骠,['驃'],False
烂,['爛'],False
踌,['躊'],False
蓦,['驀'],False
癞,['癩'],False
跃,['躍'],False
骡,['騾'],False
眬,['矓'],False
轰,['轟'],False
髅,['髏'],False
辩,['辯'],False
魔,['魔'],False
缠,['纏'],False
醺,['醺'],False
鳍,['鰭'],False
鳏,['鰥'],False
摊,['攤'],False
踯,['躑'],False
莺,['鶯'],False
权,['權'],False
辔,['轡'],False
鹤,['鶴'],False
欢,['歡'],False
铸,['鑄'],False
鹞,['鷂'],False
洒,['灑'],False
鉴,"['鑑', '鑒']",True
麝,['麝'],False
滩,['灘'],False
黯,['黯'],False
猡,['玀'],False
霁,['霽'],False
鼙,['鼙'],False
叠,['疊'],False
霾,['霾'],False
龇,['齜'],False
瘾,['癮'],False
鞑,['韃'],False
龈,['齦'],False
癣,['癬'],False
缰,['韁'],False
笼,['籠'],False
颤,['顫'],False
俨,['儼'],False
籁,['籟'],False
骄,['驕'],False
呓,['囈'],False
聋,['聾'],False
囊,['囊'],False
听,['聽'],False
鳖,['鱉'],False
啰,['囉'],False
脏,"['臟', '髒']",True
鲢,['鰱'],False
孪,['孿'],False
袭,['襲'],False
鳔,['鰾'],False
巅,['巔'],False
衬,['襯'],False
鳗,['鰻'],False
峦,['巒'],False
读,['讀'],False
鹧,['鷓'],False
弯,['彎'],False
赎,['贖'],False
鸥,['鷗'],False
懿,['懿'],False
赝,['贗'],False
鼹,['鼴'],False
龉,['齬'],False
逻,['邏'],False
嘱,['囑'],False
龊,['齪'],False
镳,['鑣'],False
坝,['壩'],False
龚,['龔'],False
铄,['鑠'],False
揽,['攬'],False
靥,['靨'],False
瘫,['癱'],False
显,['顯'],False
癫,['癲'],False
餍,['饜'],False
矗,['矗'],False
恋,['戀'],False
惊,['驚'],False
罐,['罐'],False
挛,['攣'],False
驿,['驛'],False
羁,['羈'],False
攫,['攫'],False
验,['驗'],False
蚕,['蠶'],False
搅,['攪'],False
蠹,['蠹'],False
窃,['竊'],False
髓,['髓'],False
衢,['衢'],False
体,['體'],False
让,['讓'],False
缨,['纓'],False
鳝,['鱔'],False
谗,['讒'],False
纤,['纖'],False
鳞,['鱗'],False
谶,['讖'],False
蘸,['蘸'],False
鳜,['鱖'],False
赣,['贛'],False
萝,['蘿'],False
鸶,['鷥'],False
酿,['釀'],False
蛊,['蠱'],False
麟,['麟'],False
雳,['靂'],False
变,['變'],False
灵,['靈'],False
逦,['邐'],False
霭,['靄'],False
观,['觀'],False
鳄,['鱷'],False
颦,['顰'],False
蹑,['躡'],False
鲈,['鱸'],False
骤,['驟'],False
衅,['釁'],False
黩,['黷'],False
鬓,['鬢'],False
镶,['鑲'],False
魇,['魘'],False
钥,['鑰'],False
艳,['豔'],False
鹰,['鷹'],False
颅,['顱'],False
凿,['鑿'],False
鹭,['鷺'],False
馋,['饞'],False
鹦,['鸚'],False
硷,['鹼'],False
盐,['鹽'],False
滦,['灤'],False
爨,['爨'],False
鳌,['鼇'],False
瞩,['矚'],False
骊,['驪'],False
龌,['齷'],False
龋,['齲'],False
驴,['驢'],False
骥,['驥'],False
鸾,['鸞'],False
厅,['廳'],False
榄,['欖'],False
缆,['纜'],False
湾,['灣'],False
躏,['躪'],False
篱,['籬'],False
钻,['鑽'],False
箩,['籮'],False
銮,['鑾'],False
蛮,['蠻'],False
锣,['鑼'],False
